Номер	Слово	Номер урока	Перевод 1	Перевод 2	Перевод 3
5383	내과		Терапия		
5384	넷째		Четвертый		
5385	목걸이		Ожерелье		
5386	무지개		Радуга		
5387	문법		Грамматика		
5388	볶음		Жареный		
5389	볼링		Боулинг		
5390	비둘기		Голубь		
5391	생활비		Стоимость жизни		
5392	스키장		Место для катания на лыжах		
5393	시대적		Времени		
5395	앞문		Передние ворота		
5396	인도		тротуар		
5397	책방		Читальный зал		
5399	칠판		Доска (школьная)		
5400	크리스마스		Рождество		
5401	탁구		пинг-понг, настольный теннис		
5402	현대적		Современный		
5403	구		девять		
5404	나흘		Четыре дня		
5405	늦가을		Поздняя осень		
5406	다이어트		Диета		
5407	목요일		Четверг		
5409	영화관		Кинотеатр		
5410	예술적		Художественный		
5411	장모		Свекровь		
5412	중국집		Китайский ресторан		
5413	지우개		Ластик		
5414	지하도		Подземная дорога		
5415	튀김		Пища, обжареная в фритюре		
5416	고궁		Древний дворец		
5417	고속버스		Автобус для шоссе		
5418	단추		Кнопка		
5419	대중적		Из масс		
5420	미역		Бурые водоросли		
5421	반말		Панмаль, просторечный язык		
5422	분홍색		Розовый цвет		
5423	사		четыре, четвертый		
5424	소포		Пакет		
5425	손녀		Внучка		
5426	수영장		Бассейн		
5427	아래층		Нижний этаж		
5428	일본어		Японский		
5429	작은아버지		Дядя, который моложе, чем ваш отец		
5430	잠옷		Пижама		
5431	장갑		Пара перчаток		
5432	초순		Первая треть месяца		
5434	하순		Последняя треть месяца		
5435	갈비		Ребра		
5436	기혼		Женат		
5437	대장		Печать, штамп		
5438	모레		Послезавтра		
5439	삼계탕		Куриный суп		
5440	생신		День рождения		
5441	서른		Тридцать		
5442	시내버스		Городской автобус		
5443	아홉		Девять		
5445	우표		Почтовая марка		
5446	장미		Роза		
5447	천둥		Гром		
5448	퇴원		Выписывание из больницы		
5449	파란색		Синий		
5451	기념품		Сувенир		
5452	냉면		Холодные суп с лапшой		
5453	단풍		Падение листвы		
5454	독일어		Немецкий		
5455	문학적		Литературный		
5457	복숭아		Персик		
5458	비빔밥		Пибимпаб, вегетарианское блюдо из риса и овощей		
5459	여든		Восемьдесят		
5460	외아들		Единственный сын		
5461	이따가		Немного позже		
5462	일흔		Семьдесят		
5463	장인		Свекр, тесть		
5464	화요일		Вторник		
5465	강아지		Щенок		
5466	닷새		Пять дней		
5468	아이스크림		Мороженое		
5469	외할아버지		Дед по материнской линии		
5471	입국		Вьезд в страну		
5472	주차		Парковка		
5473	체육관		Гимназия		
5474	최소		По крайней мере, минимальный		
5475	칠		Семь		
5476	칼국수		Кхалькуксу, лапша, порезанная ножом		
5477	큰아버지		Дядя, который старше своего отца		
5478	홍차		Черный чай		
5479	국민적		Национальный или для граждан		
5480	국제선		Международная авиалиния		
5482	백		Сто		
5483	사십		сорок, 40		
5484	안과		Офтальмология		
5485	연락처		контакт (обычно означает телефонный номер)		
5486	연세		Возраст, лет		
5487	예식장		Церемониальный зал		
5488	월세		Ежемесячная аренда		
5489	위층		Верхний этаж		
5490	인삼차		Чай из женьшеня		
5491	진찰		Медицинская диагностика, исследование		
5492	초록색		Зеленый		
5493	축구공		Футбольный мяч		
5494	큰딸		Старшая дочь		
5495	팔		Восемь		
5496	결석		Отсутствовать		
5497	김치찌개		Пряный суп из капусты		
5498	녹차		Зеленый чай		
5499	독감		Грипп		
5500	만두		Китайские пельмени		
5502	보라색		Фиолетовый		
5504	스케이트		Кататься на скейте		
5506	그렇게		И так, как это		
5507	여섯		Шесть		
5508	연두색		Светло-зеленый		
5509	온돌		Система отопления пола в Корее		
5510	육		Шесть		
5511	일곱		Семь		
5512	출입국		Вьезд в страну		
5513	클래식		Классический		
5514	팝송		Поп-песня		
5515	팩스		Факс		
5516	깍두기		Ломтики белого редиса кимчи		
5517	국내선		Внутренние авиалинии		
5518	복습		Обзор		
5519	삼십		Тридцать		
5520	성함		Ваш (его) уважаемое имя		
5521	세탁소		Прачечная-автомат		
5522	시외버스		Междугородный автобус		
5523	야구장		Бейсбольное поле		
5524	오십		Пятьдесят		
5525	운동복		Одежда для упражнений, спортивный костюм		
5526	작은아들		Младший сын		
5527	잠자리		Стрекоза		
5529	중국어		Китайский		
5530	청소기		Пылесос		
5531	칠십		Семьдесят		
5532	필통		Пенал		
5533	학생증		Студенческий ID		
5534	형수		Жена старшего брата		
5535	경상도		Провинция Гюн Сан-До (Ульсан или Гюн-Чжу)		
5536	공항버스		Автобус до аэропорта		
5537	관광버스		Туристический автобус		
5538	그저께		Позавчера		
5539	냉방		Холодное или неотапливаемое помещение		
5540	눈병		Заболевание глаз		
5541	다섯째		Пятый		
5542	배추김치		Квашеная капуста		
5543	사탕		Сахар		
5544	색연필		Цветной карандаш		
5545	소아과		Педиатрия		
5546	양력		Солнечный календарь		
5547	예순		Шестьдесят		
5548	오		Пять		
5549	작은어머니		Тетя моложе твоей матери		
5550	축구장		Футбольное поле		
5551	한글날		Национальный праздник корейской письменности		
5552	한식		Корейская еда		
5553	세종대왕		Король Сэ-Чжонг, который изобрел хангыль		
5554	넉		Четвертый		
5555	메일		Почта		
5556	복사기		Копировальный аппарат, копир		
5557	빗		Гребень		
5558	설렁탕		Суп из говядины с рисом		
5559	종로		종로 - известная улица в Сеуле		
5560	신라		신라 - Династия в древнем Корее		
5561	십		десять		
5562	아드님		Ваш уважаемый сын		
5563	천		Тысяча		
5565	기념일		День памяти		
5566	까만색		Черный		
5567	내후년		Год после следующего года		
5568	쉰		Пятьдесят		
5569	시아버지		Отец мужа		
5570	식품점		Продуктовый магазин		
5571	약혼녀		Девушка, которая обручена		
5572	어저께		Вчера		
5573	영상		Выше нуля		
5575	예습		Подготовка уроков		
5577	육십		Шестьдесят		
5579	큰어머니		Жена старшего брата отца		
5580	팔십		Восемьдесят		
5581	멍멍		Синяк		
5582	분필		Мел		
5583	약혼자		Жених, обрученный человек		
5584	양식		выращивание, сельское хозяйство, культивация		
5585	억		Сто миллионов		
5586	여덟		Восемь		
5587	외과		Хирургия		
5588	제과점		Кондитерский магазин		
5589	중식		Китайская еда		
5590	케첩		Кетчуп		
5591	편의점		Магазин рядом с домом		
5592	갈비탕		Суп из говяжьего ребра		
5593	검정색		Большая сумма денег		
5594	미용실		Салон красоты		
5595	아흔		Девяносто		
5596	이십		Двадцать		
5597	충청도		Область вокруг города Тэджон		
5598	설악산		Сораксан, известная гора		
5599	조선		Чосон, имя культуры Древней Кореи		
5600	거꾸로		Назад или снизу вверх или неправильно		
5601	인천공항		Международный аэропорт Инчхон		
5602	저렇게		Так же		
5603	대전		Город Тэджон		
5604	뉴욕		Нью-Йорк		
5605	풍경		Пейзаж		
5606	아프리카		Африка		
5607	근본		Фундамент или основа		
5608	정리		Переложение, регулирование, настройка		
5609	도쿄		Токио		
5610	워낙		По своей природе, в первую очередь, в соответствии с конституцией		
5611	독일		Германия		
5612	이렇게		Таким образом		
5615	영국		Англия		
5616	회사		Компания		
5617	유럽		Европа		
5618	의식		Осознание		
5619	구십		Девяносто		
5620	아시아		Азия		
5622	인천		Город Инчхон		
5623	거기		Там (место нахождения)		
5624	일식		Японская еда		
5625	작은딸		Младшая дочь		
5626	저곳		Вон то место, вон там		
5627	초등학생		Ученик начальной школы		
5628	하얀색		Белый		
5629	남미		Южная Америка		
5630	금강산		Бриллиантовая Горы		
5631	전주		Чончжу		
5632	전라도		Чжолладо, юго-западный регион Южной Кореи		
5633	북한		Северная Корея		
5634	부산		Пусан		
5635	미국		Америка		
5636	백두산		Корейские горы		
5637	백제		Историческое корейское правительство		
5638	베이징(북경)		Пекин		
5639	우리나라		Корея (наша страна)		
5640	대한민국		Республика Корея		
5641	한국		Корея		
5642	강원도		Кангуондо, регион возле Сеул		
5643	경기도		Гёнгидо, регион возле Сеул		
5644	경복궁		Гёнбонгунг, регион возле Сеул		
5645	경주		Гёнгчжу, регион возле Сеул		
5646	고구려		Гогурьё, регион возле Сеул		
5647	고려		Корьё, регион возле Сеул		
5648	광주		Куангчжу, регион возле Сеул		
5649	김포공항		Аэропорт Кимпхо		
5650	울산		Ульсан		
5651	호남		район Хонам		
5652	일본		Япония		
5653	파리		Париж		
5654	지리산		Горы Чили		
5655	제주도		Остров Чжечжудо		
5656	서울		Сеул		
5657	서울역		Железнодорожный вокзал Сеул		
5658	남대문		Старый южные ворота Сеула		
5659	한강		Река Хан, проходит через Сеул		
5660	한라산		гора Халла-Сан		
5661	한반도		Корейский полуостров		
5662	평양		Пхеньян		
5663	프랑스		Франция		
5664	호주		Австралия		
5665	남대문시장		Торговый центр в Сеуле		
5666	남산		Горы в южном и центральном Сеуле		
5667	동경		Токио		
1474	맺다		форма, галстук		
3389	저마다		Каждый		
5066	캐나다		Канада		
